Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,0,0,Casos de Dengue,0,0,0,0,14001,0,0,0,Casos
4,68,100,1,1,Casos de Dengue,60,50,1,23,14002,99,93,77,Casos
0,0,5,0,0,Casos de Dengue,0,0,0,0,14003,5,4,4,Casos
1,4,14,1,1,Casos de Dengue,1,1,1,1,14004,14,12,8,Casos
0,1,43,0,0,Casos de Dengue,0,0,0,0,14005,39,18,10,Casos
5,23,28,0,1,Casos de Dengue,16,6,2,5,14006,28,26,24,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14008,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14010,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14011,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14012,0,0,0,Casos
0,1,22,0,0,Casos de Dengue,0,0,0,0,14013,20,15,8,Casos
6,28,60,1,2,Casos de Dengue,13,9,2,8,14014,58,48,37,Casos
2,4,6,0,2,Casos de Dengue,4,3,2,3,14015,6,5,5,Casos
0,1,27,0,0,Casos de Dengue,1,0,0,0,14016,24,16,10,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14017,0,0,0,Casos
0,0,7,0,0,Casos de Dengue,0,0,0,0,14019,7,1,0,Casos
5,8,21,0,4,Casos de Dengue,8,7,4,6,14020,19,16,12,Casos
1,1,1,0,0,Casos de Dengue,1,1,0,1,14117,1,1,1,Casos
3,5,11,0,2,Casos de Dengue,5,5,2,3,14021,9,8,5,Casos
0,19,63,0,0,Casos de Dengue,14,0,0,0,14030,62,60,53,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14031,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14032,0,0,0,Casos
12,12,16,4,8,Casos de Dengue,12,12,11,12,14022,16,13,12,Casos
0,7,42,0,0,Casos de Dengue,3,2,0,2,14024,32,15,9,Casos
1,1,5,0,1,Casos de Dengue,1,1,1,1,14025,5,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14026,0,0,0,Casos
5,15,17,0,1,Casos de Dengue,15,10,3,5,14027,17,16,16,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14028,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14029,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14033,1,1,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14034,0,0,0,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14009,3,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14037,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14054,0,0,0,Casos
3,46,184,1,2,Casos de Dengue,19,12,3,8,14070,169,113,83,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14035,0,0,0,Casos
0,3,14,0,0,Casos de Dengue,3,1,0,1,14036,14,12,9,Casos
0,23,50,0,0,Casos de Dengue,21,14,0,5,14079,48,34,26,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14038,2,1,0,Casos
10,96,454,8,9,Casos de Dengue,46,24,9,13,14039,438,343,191,Casos
0,8,18,0,0,Casos de Dengue,8,4,0,1,14040,18,16,14,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14041,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14042,0,0,0,Casos
0,0,8,0,0,Casos de Dengue,0,0,0,0,14044,7,4,1,Casos
