Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,,0,Casos de Dengue,0,0,0,0,14001,0,0,0,Casos
0,1,5,,0,Casos de Dengue,0,0,0,0,14002,5,5,5,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14003,0,0,0,Casos
0,1,1,,0,Casos de Dengue,0,0,0,0,14004,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14005,0,0,0,Casos
0,1,1,,0,Casos de Dengue,1,1,0,1,14006,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,1,0,0,14008,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14010,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14011,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14012,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14013,0,0,0,Casos
2,10,11,,0,Casos de Dengue,6,6,0,3,14014,11,11,11,Casos
2,10,18,,1,Casos de Dengue,9,8,1,8,14015,17,15,11,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14016,0,0,0,Casos
0,0,1,,0,Casos de Dengue,0,0,0,0,14017,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14019,0,0,0,Casos
7,7,7,,2,Casos de Dengue,7,7,6,7,14020,7,7,7,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14117,0,0,0,Casos
25,54,63,,16,Casos de Dengue,49,40,22,25,14021,63,63,60,Casos
0,1,1,,0,Casos de Dengue,1,1,0,1,14030,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14031,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14032,0,0,0,Casos
103,111,123,,59,Casos de Dengue,110,109,84,105,14022,123,121,117,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14024,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14025,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14026,0,0,0,Casos
0,4,44,,0,Casos de Dengue,3,3,0,0,14027,44,39,18,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14028,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14029,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14033,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14034,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14009,0,0,0,Casos
0,5,56,,0,Casos de Dengue,3,1,0,1,14037,56,54,24,Casos
2,2,6,,1,Casos de Dengue,2,2,1,2,14054,6,6,3,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14070,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14035,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14036,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14079,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14038,0,0,0,Casos
13,50,124,,5,Casos de Dengue,27,21,8,17,14039,116,95,72,Casos
0,1,1,,0,Casos de Dengue,1,1,0,0,14040,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14041,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14042,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14044,0,0,0,Casos
0,1,1,,0,Casos de Dengue,1,0,0,0,14045,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14046,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14047,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14048,0,0,0,Casos
2,1,1,,2,Casos de Dengue,1,1,2,1,14049,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14050,0,0,0,Casos
