Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,18,0,0,Casos de Dengue,0,0,0,0,14001,18,17,3,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14002,1,1,1,Casos
0,71,101,0,0,Casos de Dengue,22,4,0,0,14003,100,99,96,Casos
0,2,39,0,0,Casos de Dengue,1,0,0,0,14004,36,32,18,Casos
0,2,9,0,0,Casos de Dengue,0,0,0,0,14005,8,6,4,Casos
1,32,98,0,1,Casos de Dengue,7,5,1,4,14006,97,90,59,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14008,4,3,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14010,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14011,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14012,1,0,0,Casos
0,0,15,0,0,Casos de Dengue,0,0,0,0,14013,12,11,2,Casos
0,0,29,0,0,Casos de Dengue,0,0,0,0,14014,22,17,6,Casos
7,82,187,1,4,Casos de Dengue,55,19,4,9,14015,178,176,139,Casos
0,0,21,0,0,Casos de Dengue,0,0,0,0,14016,19,8,0,Casos
0,1,21,0,0,Casos de Dengue,0,0,0,0,14017,15,14,2,Casos
0,11,20,0,0,Casos de Dengue,11,0,0,0,14019,20,18,15,Casos
0,6,91,0,0,Casos de Dengue,1,0,0,0,14020,56,48,24,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14117,0,0,0,Casos
7,9,12,0,3,Casos de Dengue,9,9,4,9,14021,11,11,7,Casos
0,0,11,0,0,Casos de Dengue,0,0,0,0,14030,11,10,5,Casos
4,7,7,0,0,Casos de Dengue,7,5,0,5,14031,7,7,7,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14032,1,1,1,Casos
14,18,29,1,4,Casos de Dengue,15,14,13,14,14022,26,21,18,Casos
0,4,29,0,0,Casos de Dengue,0,0,0,0,14024,26,23,15,Casos
0,2,10,0,0,Casos de Dengue,2,1,0,1,14025,9,4,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14026,0,0,0,Casos
5,7,47,1,2,Casos de Dengue,5,5,4,5,14027,43,42,26,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14028,0,0,0,Casos
0,0,6,0,0,Casos de Dengue,0,0,0,0,14029,5,5,2,Casos
0,1,4,0,0,Casos de Dengue,0,0,0,0,14033,4,3,1,Casos
0,0,9,0,0,Casos de Dengue,0,0,0,0,14034,9,8,1,Casos
0,0,8,0,0,Casos de Dengue,0,0,0,0,14009,8,7,1,Casos
5,32,61,2,4,Casos de Dengue,25,8,4,5,14037,61,60,47,Casos
0,14,22,0,0,Casos de Dengue,0,0,0,0,14054,22,22,21,Casos
