Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,0,0,Casos de Dengue,0,0,0,0,14001,0,0,0,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14002,1,1,1,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14003,1,1,0,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14004,4,3,0,Casos
0,1,13,0,0,Casos de Dengue,0,0,0,0,14005,13,13,9,Casos
0,0,8,0,0,Casos de Dengue,0,0,0,0,14006,8,6,5,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14008,1,1,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14010,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14011,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14012,0,0,0,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14013,2,1,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14014,1,1,1,Casos
0,12,49,0,0,Casos de Dengue,5,0,0,0,14015,44,37,24,Casos
0,7,20,0,0,Casos de Dengue,0,0,0,0,14016,20,19,17,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14017,2,1,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14019,0,0,0,Casos
1,1,4,1,1,Casos de Dengue,1,1,1,1,14020,2,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14117,0,0,0,Casos
2,16,37,0,0,Casos de Dengue,11,9,0,4,14021,36,31,25,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14030,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14031,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14032,0,0,0,Casos
2,28,104,0,1,Casos de Dengue,17,6,2,4,14022,94,84,37,Casos
1,1,6,0,1,Casos de Dengue,1,1,1,1,14024,6,5,3,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14025,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14026,0,0,0,Casos
0,11,59,0,0,Casos de Dengue,6,1,0,0,14027,58,44,21,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14028,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14029,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14033,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14034,0,0,0,Casos
0,2,16,0,0,Casos de Dengue,0,0,0,0,14009,16,13,8,Casos
1,1,6,1,1,Casos de Dengue,1,1,1,1,14037,5,3,1,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14054,2,2,2,Casos
0,2,32,0,0,Casos de Dengue,0,0,0,0,14070,28,11,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14035,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14036,0,0,0,Casos
0,3,26,0,0,Casos de Dengue,1,1,0,0,14079,22,20,15,Casos
