Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,0,0,Casos de Dengue,0,0,0,0,14001,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14002,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14003,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14004,0,0,0,Casos
0,1,4,0,0,Casos de Dengue,0,0,0,0,14005,3,2,1,Casos
0,1,2,0,0,Casos de Dengue,0,0,0,0,14006,2,1,1,Casos
0,1,1,0,0,Casos de Dengue,1,0,0,0,14008,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14010,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14011,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14012,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14013,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14014,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14015,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14016,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14017,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14019,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14020,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14117,0,0,0,Casos
1,3,6,0,0,Casos de Dengue,3,2,0,1,14021,6,5,3,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14030,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14031,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14032,0,0,0,Casos
2,4,10,1,2,Casos de Dengue,2,2,2,2,14022,10,6,5,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14024,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14025,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14026,0,0,0,Casos
1,3,1,1,1,Casos de Dengue,1,1,1,1,14027,1,5,4,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14028,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14029,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14033,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14034,0,0,0,Casos
0,0,6,0,0,Casos de Dengue,0,0,0,0,14009,4,0,0,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14037,2,2,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14054,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14070,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14035,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14036,0,0,0,Casos
1,2,1,1,1,Casos de Dengue,1,1,1,1,14079,1,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14038,0,0,0,Casos
1,1,4,1,1,Casos de Dengue,1,1,1,1,14039,4,2,1,Casos
1,1,6,1,1,Casos de Dengue,1,1,1,1,14040,6,2,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14041,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14042,0,0,0,Casos
0,1,2,0,0,Casos de Dengue,0,0,0,0,14044,2,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14045,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14046,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14047,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14048,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14049,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14050,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14051,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14052,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14018,0,0,0,Casos
0,5,39,0,0,Casos de Dengue,3,3,0,1,14043,39,10,9,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14057,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14053,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14055,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14058,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14059,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14060,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14061,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14062,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14063,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14064,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14065,0,0,0,Casos
0,1,1,0,0,Casos de Dengue,1,1,0,1,14066,1,1,1,Casos
10,10,10,4,7,Casos de Dengue,10,10,8,10,14067,10,10,10,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14069,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14071,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14072,0,0,0,Casos
5,15,26,0,1,Casos de Dengue,15,15,3,10,14113,26,15,15,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14125,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14073,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14007,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14074,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14075,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14076,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14077,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14078,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14098,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14080,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14081,0,0,0,Casos
2,2,2,0,2,Casos de Dengue,2,2,2,2,14056,2,2,2,Casos
0,4,6,0,0,Casos de Dengue,2,0,0,0,14082,6,6,6,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14083,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14084,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14085,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14086,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14087,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14089,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14088,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14090,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14091,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14092,0,0,0,Casos
1,6,1,0,1,Casos de Dengue,6,1,1,1,14093,1,6,6,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14094,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14095,0,0,0,Casos
0,5,7,0,0,Casos de Dengue,5,3,0,0,14096,7,5,5,Casos
1,3,7,1,1,Casos de Dengue,3,3,1,2,14097,7,3,3,Casos
0,8,1,0,0,Casos de Dengue,2,1,0,1,14099,1,33,18,Casos
1,1,1,0,1,Casos de Dengue,1,1,1,1,14100,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14101,0,0,0,Casos
0,1,6,0,0,Casos de Dengue,1,1,0,0,14102,3,1,1,Casos
1,1,8,0,1,Casos de Dengue,1,1,1,1,14103,8,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14104,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14105,0,0,0,Casos
0,1,4,0,0,Casos de Dengue,1,1,0,0,14106,4,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14107,0,0,0,Casos
1,1,1,0,0,Casos de Dengue,1,1,1,1,14108,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14109,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14110,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14111,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14112,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14114,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14115,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14116,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14068,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14118,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14119,0,0,0,Casos
2,3,6,1,1,Casos de Dengue,3,2,1,2,14120,5,4,3,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14121,0,0,0,Casos
5,12,5,3,5,Casos de Dengue,8,5,5,5,14122,5,14,13,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14123,0,0,0,Casos
2,2,4,0,0,Casos de Dengue,2,2,2,2,14023,4,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14124,0,0,0,Casos
