Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,0,0,Casos de Dengue,0,0,0,0,14001,0,0,0,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14002,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14003,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14004,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14005,0,0,0,Casos
1,5,7,0,1,Casos de Dengue,4,1,1,1,14006,6,6,6,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14008,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14010,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14011,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14012,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14013,0,0,0,Casos
1,3,13,0,0,Casos de Dengue,2,2,1,1,14014,3,3,3,Casos
1,1,1,0,0,Casos de Dengue,1,1,0,1,14015,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14016,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14017,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14019,1,0,0,Casos
1,1,1,0,0,Casos de Dengue,1,1,1,1,14020,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14117,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14021,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14030,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14031,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14032,0,0,0,Casos
0,4,5,0,0,Casos de Dengue,0,0,0,0,14022,5,5,5,Casos
1,50,56,0,0,Casos de Dengue,49,47,1,2,14024,55,53,53,Casos
0,1,1,0,0,Casos de Dengue,1,0,0,0,14025,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14026,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14027,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14028,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14029,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14033,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14034,1,1,1,Casos
1,1,2,0,0,Casos de Dengue,1,1,0,1,14009,1,1,1,Casos
0,4,4,0,0,Casos de Dengue,4,0,0,0,14037,4,4,4,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14054,0,0,0,Casos
1,3,13,1,1,Casos de Dengue,2,2,1,1,14070,6,5,3,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14035,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14036,0,0,0,Casos
0,0,11,0,0,Casos de Dengue,0,0,0,0,14079,6,0,0,Casos
