Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,0,0,Casos de Dengue,0,0,0,0,14001,0,0,0,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14002,1,1,1,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14003,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14004,0,0,0,Casos
0,1,1,0,0,Casos de Dengue,1,0,0,0,14005,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14006,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14008,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14010,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14011,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14012,0,0,0,Casos
0,1,2,0,0,Casos de Dengue,1,0,0,0,14013,2,2,2,Casos
0,2,3,0,0,Casos de Dengue,1,0,0,0,14014,3,3,3,Casos
2,14,56,1,1,Casos de Dengue,9,6,2,4,14015,55,51,48,Casos
1,1,1,0,0,Casos de Dengue,1,1,1,1,14016,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14017,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14019,0,0,0,Casos
4,6,11,1,2,Casos de Dengue,5,5,3,5,14020,10,9,6,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14117,1,1,1,Casos
9,13,17,0,1,Casos de Dengue,13,13,5,12,14021,16,16,15,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14030,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14031,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14032,0,0,0,Casos
19,38,50,2,5,Casos de Dengue,34,26,14,23,14022,47,42,40,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14024,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14025,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14026,0,0,0,Casos
2,3,11,0,0,Casos de Dengue,3,3,2,2,14027,10,8,5,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14028,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14029,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14033,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14034,0,0,0,Casos
1,1,1,1,1,Casos de Dengue,1,1,1,1,14009,1,1,1,Casos
0,1,11,0,0,Casos de Dengue,0,0,0,0,14037,9,4,1,Casos
0,3,6,0,0,Casos de Dengue,3,1,0,1,14054,4,3,3,Casos
0,5,19,0,0,Casos de Dengue,0,0,0,0,14070,17,14,11,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14035,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14036,0,0,0,Casos
0,0,6,0,0,Casos de Dengue,0,0,0,0,14079,6,6,1,Casos
